frame,latency_ms,jitter_ms,size_bytes,timestamp_unix
467,290.0548,3.0024,39527,1770974496.773
468,306.2320,16.1772,39642,1770974496.829
469,290.4234,15.8086,39555,1770974496.853
470,289.5944,0.8290,39635,1770974496.892
471,302.7859,13.1915,39623,1770974496.945
472,295.8474,6.9385,39595,1770974496.978
473,297.9274,2.0800,39567,1770974497.021
474,296.1164,1.8110,39543,1770974497.059
475,306.3722,10.2558,39567,1770974497.109
476,308.5420,2.1698,39514,1770974497.151
477,301.6567,6.8853,39467,1770974497.184
478,286.7770,14.8797,39527,1770974497.209
479,287.9364,1.1594,39487,1770974497.25
480,316.9925,29.0561,39599,1770974497.319
481,302.1369,14.8556,39575,1770974497.344
482,286.3166,15.8203,39599,1770974497.363
483,292.5162,6.1996,39615,1770974497.409
484,287.7884,4.7278,39519,1770974497.444
485,305.8660,18.0776,39482,1770974497.503
486,300.9934,4.8726,39543,1770974497.538
487,303.0970,2.1036,39626,1770974497.58
488,295.2297,7.8673,39671,1770974497.612
489,284.3359,10.8938,39447,1770974497.641
490,283.4797,0.8562,39451,1770974497.68
491,296.5567,13.0770,39575,1770974497.733
492,297.7276,1.1709,39515,1770974497.774
493,289.8774,7.8502,39395,1770974497.806
494,283.0768,6.8007,39423,1770974497.839
495,283.1776,0.1009,39531,1770974497.879
496,296.4194,13.2418,39495,1770974497.932
497,291.6353,4.7841,39635,1770974497.967
498,289.8304,1.8048,39535,1770974498.005
499,287.0839,2.7466,39563,1770974498.042
500,284.1692,2.9147,39519,1770974498.079
501,286.3190,2.1498,39518,1770974498.121
502,285.5098,0.8092,39471,1770974498.16
503,297.6489,12.1391,39558,1770974498.212
504,297.8313,0.1824,39567,1770974498.252
505,288.9884,8.8429,39515,1770974498.283
506,296.1779,7.1895,39503,1770974498.33
507,289.6729,6.5050,39455,1770974498.359
508,288.7313,0.9415,39551,1770974498.398
509,298.9144,10.1831,39459,1770974498.448
510,293.0992,5.8153,39474,1770974498.482
511,301.2595,8.1604,39423,1770974498.53
512,295.3362,5.9233,39479,1770974498.564
513,287.4417,7.8945,39587,1770974498.596
514,289.6192,2.1775,39511,1770974498.638
515,299.7668,10.1476,39571,1770974498.688
516,290.9319,8.8348,39463,1770974498.719
517,293.1094,2.1775,39563,1770974498.761
518,288.3115,4.7979,39531,1770974498.796
519,295.5139,7.2024,39511,1770974498.843
520,293.6239,1.8899,39475,1770974498.881
521,301.7678,8.1439,39519,1770974498.929
522,296.9611,4.8068,39478,1770974498.964
523,293.2150,3.7460,39486,1770974499
524,296.3674,3.1524,39511,1770974499.043
525,297.5271,1.1597,39430,1770974499.084
526,290.7300,6.7971,39479,1770974499.117
527,289.8996,0.8304,39495,1770974499.156
528,285.9967,3.9029,39571,1770974499.192
529,289.2029,3.2063,39454,1770974499.235
530,291.4536,2.2507,39471,1770974499.277
531,295.6681,4.2145,39589,1770974499.321
532,290.5040,5.1641,39474,1770974499.352
533,299.6197,9.1157,39491,1770974499.401
534,282.7377,16.8819,39551,1770974499.424
535,290.9007,8.1630,39483,1770974499.472
536,299.0437,8.1429,39435,1770974499.52
537,297.2529,1.7908,39463,1770974499.558
538,297.3742,0.1214,39475,1770974499.599
539,291.5764,5.7979,39527,1770974499.633
540,292.8035,1.2271,39475,1770974499.674
541,284.9720,7.8316,39551,1770974499.706
542,287.2159,2.2440,39554,1770974499.748
543,289.3856,2.1696,39547,1770974499.79
544,289.6395,0.2539,39527,1770974499.83
545,299.9041,10.2646,39622,1770974499.88
546,290.0989,9.8052,39575,1770974499.91
547,290.2327,0.1338,39599,1770974499.95
548,291.3272,1.0946,39475,1770974499.991
549,285.5275,5.7998,39539,1770974500.025
550,283.6828,1.8446,39615,1770974500.063
551,288.8508,5.1680,39547,1770974500.108
552,303.7944,14.9436,39499,1770974500.163
553,299.7377,4.0567,39551,1770974500.199
554,298.8665,0.8712,39535,1770974500.238
555,294.0733,4.7932,39487,1770974500.273
556,292.1736,1.8997,39651,1770974500.311
557,292.7041,0.5305,39575,1770974500.347
558,282.8708,9.8333,39559,1770974500.377
559,283.1016,0.2308,39523,1770974500.417
560,303.3276,20.2260,39567,1770974500.477
561,295.4516,7.8759,39527,1770974500.509
562,293.6950,1.7567,39514,1770974500.547
563,284.7900,8.9049,39522,1770974500.578
564,287.9503,3.1602,39527,1770974500.621
565,296.1733,8.2231,39563,1770974500.669
566,302.3269,6.1536,39494,1770974500.715
567,291.5597,10.7672,39603,1770974500.744
568,297.7772,6.2175,39535,1770974500.79
569,302.0272,4.2500,39462,1770974500.834
570,296.2883,5.7390,39555,1770974500.868
571,289.4089,6.8793,39507,1770974500.901
572,295.5544,6.1455,39479,1770974500.947
573,291.7049,3.8495,39531,1770974500.983
574,296.7644,5.0595,39619,1770974501.028
575,292.9535,3.8109,39567,1770974501.064
576,293.1502,0.1967,39526,1770974501.104
577,291.3430,1.8072,39494,1770974501.142
578,292.5198,1.1768,39555,1770974501.183
579,288.5311,3.9887,39466,1770974501.219
580,290.7448,2.2137,39555,1770974501.261
581,289.9144,0.8304,39535,1770974501.3
582,299.7344,9.8200,39515,1770974501.348
583,298.9717,0.7627,39515,1770974501.387
584,291.1329,7.8387,39546,1770974501.419
585,291.3027,0.1698,39531,1770974501.459
586,291.4324,0.1297,39591,1770974501.499
587,302.5434,11.1110,39627,1770974501.55
588,291.7488,10.7946,39603,1770974501.579
589,301.8286,10.0799,39503,1770974501.629
590,286.0343,15.7943,39571,1770974501.653
591,286.2601,0.2258,39542,1770974501.693
592,297.5047,11.2445,39499,1770974501.744
593,291.7607,5.7440,39571,1770974501.778
594,289.9055,1.8551,39503,1770974501.816
595,301.1003,11.1947,39630,1770974501.867
